movieId,title,genres,imdbId,tmdbId,Imdb Link,Poster,IMDB Score
410,Addams Family Values (1993),Children|Comedy|Fantasy,106220,2758.0,http://www.imdb.com/title/tt0106220,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWFhNjY0YjItNjM5NC00NzAwLWI3ZWUtMTlkNTA0ZWVkNjBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6.6
412,"Age of Innocence, The (1993)",Drama,106226,10436.0,http://www.imdb.com/title/tt0106226,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWEzM2Y0MmYtOGE3OS00MTdiLWFlYjctZWE0OTU0NzEzOTIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",7.2
413,Airheads (1994),Comedy,109068,13595.0,http://www.imdb.com/title/tt0109068,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGIxNjVlMzUtMDE0ZC00OTRlLThkMGMtMWU2MWQ4ZTY1OGJmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.1
414,"Air Up There, The (1994)",Comedy,109067,46094.0,http://www.imdb.com/title/tt0109067,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NzE0MDI0MF5BMl5BanBnXkFtZTcwOTUyNTUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",5.5
415,Another Stakeout (1993),Comedy|Thriller,106292,9409.0,http://www.imdb.com/title/tt0106292,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MzEzNzMwNl5BMl5BanBnXkFtZTcwNTI5MjIyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",5.5
416,Bad Girls (1994),Western,109198,11853.0,http://www.imdb.com/title/tt0109198,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTE4ODIwMzU0MF5BMl5BanBnXkFtZTcwNjgyOTcyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",5.1
417,Barcelona (1994),Comedy|Romance,109219,16771.0,http://www.imdb.com/title/tt0109219,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWU2YzE2YzctNDg1OS00ZDdhLWI3M2ItYWY1MzExZjlmOGM5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR1,0,182,268_AL_.jpg",7.0
418,Being Human (1993),Drama,106379,46924.0,http://www.imdb.com/title/tt0106379,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MjY2NDgwMV5BMl5BanBnXkFtZTgwNTE1NTkwMzE@._V1_UY268_CR3,0,182,268_AL_.jpg",5.4
419,"Beverly Hillbillies, The (1993)",Comedy,106400,11041.0,http://www.imdb.com/title/tt0106400,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDI0MjA4NzQwMF5BMl5BanBnXkFtZTcwODY4MTcyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",4.8
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,109254,306.0,http://www.imdb.com/title/tt0109254,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTdhMTU4MzMtYTVjMi00MTYzLTkxZDYtOWUwYjI0NDFjZTY1XkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_UX182_CR0,0,182,268_AL_.jpg",5.5
421,Black Beauty (1994),Adventure|Children|Drama,109279,14522.0,http://www.imdb.com/title/tt0109279,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwNTc3NzI4NF5BMl5BanBnXkFtZTcwOTk3MDcyMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg",6.6
422,Blink (1994),Thriller,109297,26203.0,http://www.imdb.com/title/tt0109297,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTJkNTdjMTktZGYxMy00ODRmLWFmYmEtMGUxODNlM2NiYjhmL2ltYWdlXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_UY268_CR0,0,182,268_AL_.jpg",6.2
423,Blown Away (1994),Action|Thriller,109303,178.0,http://www.imdb.com/title/tt0109303,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzQyY2VjZDItOTFlOC00MzdhLWFhZmYtYmY4ZWJlOWJlMjY3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",6.2
424,Blue Chips (1994),Drama,109305,19819.0,http://www.imdb.com/title/tt0109305,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwMzI3MDk0MV5BMl5BanBnXkFtZTcwMzMxMzgyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",6.1
425,Blue Sky (1994),Drama|Romance,109306,57834.0,http://www.imdb.com/title/tt0109306,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTQ1NTA3MTU5Ml5BMl5BanBnXkFtZTcwMzc3NDcyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.4
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,106452,4722.0,http://www.imdb.com/title/tt0106452,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmM4NWY1NGEtMjI5ZC00MmRkLWI1Y2QtNDg4NzMzNTI1MDYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",5.9
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,106471,18215.0,http://www.imdb.com/title/tt0106471,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjdhOWE4MDMtZGM5Zi00Mzc1LTkyNWUtYWQ1ODU4NGEyZDhiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",4.6
428,"Bronx Tale, A (1993)",Drama,106489,1607.0,http://www.imdb.com/title/tt0106489,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2MTg5MTY0M15BMl5BanBnXkFtZTgwMjA5MDgxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",7.8
429,Cabin Boy (1994),Comedy,109361,26391.0,http://www.imdb.com/title/tt0109361,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwMjk3OTczNF5BMl5BanBnXkFtZTYwNjM4Mjg5._V1_UX182_CR0,0,182,268_AL_.jpg",5.1
430,Calendar Girl (1993),Comedy|Drama,106505,117553.0,http://www.imdb.com/title/tt0106505,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1MTA5MTE5NV5BMl5BanBnXkFtZTcwNzIwNTIyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",5.0
431,Carlito's Way (1993),Crime|Drama,106519,6075.0,http://www.imdb.com/title/tt0106519,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmQ1ZDc0MDAtNjVmYi00MDkxLWE5MDItZmJmNjcxZGEyMWRjXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",7.9
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,109439,11310.0,http://www.imdb.com/title/tt0109439,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MzE1MjA3Nl5BMl5BanBnXkFtZTcwMTU4MDcxMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",5.4
433,Clean Slate (1994),Comedy,109443,18658.0,http://www.imdb.com/title/tt0109443,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjU0NTkwMTQ0OF5BMl5BanBnXkFtZTcwNTYwMTUyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",5.6
434,Cliffhanger (1993),Action|Adventure|Thriller,106582,9350.0,http://www.imdb.com/title/tt0106582,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjU5YmFjMjctYThkOS00MTQyLThjZmMtOWIyYzk2ZjU0ODkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6.4
435,Coneheads (1993),Comedy|Sci-Fi,106598,9612.0,http://www.imdb.com/title/tt0106598,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3NDg1MTkzMl5BMl5BanBnXkFtZTcwMjcwMDgyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",5.2
436,Color of Night (1994),Drama|Thriller,109456,2124.0,http://www.imdb.com/title/tt0109456,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2ODc2ODQwNV5BMl5BanBnXkFtZTcwMDg1NjIyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",5.1
437,Cops and Robbersons (1994),Comedy,109480,26261.0,http://www.imdb.com/title/tt0109480,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5Njg0MjE5OF5BMl5BanBnXkFtZTcwOTE1MjUxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",5.0
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,109493,19176.0,http://www.imdb.com/title/tt0109493,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1OTQ2OTY5OV5BMl5BanBnXkFtZTYwMzg3MTk5._V1_UX182_CR0,0,182,268_AL_.jpg",5.8
440,Dave (1993),Comedy|Romance,106673,11566.0,http://www.imdb.com/title/tt0106673,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGVlM2I0NDUtYjQ4ZC00NTJjLTkzZGUtZGM5NGZjZDQwOWZkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",6.8
441,Dazed and Confused (1993),Comedy,106677,9571.0,http://www.imdb.com/title/tt0106677,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5MDY5MDQyOV5BMl5BanBnXkFtZTgwMzM3NzMxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg",7.7
442,Demolition Man (1993),Action|Adventure|Sci-Fi,106697,9739.0,http://www.imdb.com/title/tt0106697,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDdkMmI5NWYtOGNiNi00ZjZmLThiYjItZGRiMTAwMWYxYjJhXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.6
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,106834,34444.0,http://www.imdb.com/title/tt0106834,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzMjY3MDY4Ml5BMl5BanBnXkFtZTcwMjY2MzcyMQ@@._V1_UY268_CR15,0,182,268_AL_.jpg",4.3
445,Fatal Instinct (1993),Comedy,106873,26141.0,http://www.imdb.com/title/tt0106873,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyNzc2ODU5Nl5BMl5BanBnXkFtZTYwNzAxNDg5._V1_UY268_CR1,0,182,268_AL_.jpg",5.7
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,106332,10997.0,http://www.imdb.com/title/tt0106332,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzg2NDI4MTM5OF5BMl5BanBnXkFtZTYwODU0ODU5._V1._CR18,0,254,401_UX182_CR0,0,182,268_AL_.jpg",8.1
448,Fearless (1993),Drama,106881,10443.0,http://www.imdb.com/title/tt0106881,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGYyYzgyODMtOGYwOC00OTM5LTk4NDUtNTRkN2I3YmUxNTM5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg",7.1
449,Fear of a Black Hat (1994),Comedy,106880,20239.0,http://www.imdb.com/title/tt0106880,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxOTE5Mzk1M15BMl5BanBnXkFtZTcwNTAzMTAwMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",7.2
450,With Honors (1994),Comedy|Drama,111732,16297.0,http://www.imdb.com/title/tt0111732,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMjA3NTk4MF5BMl5BanBnXkFtZTcwNDg3MzIyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",6.7
451,Flesh and Bone (1993),Drama|Mystery|Romance,106926,18551.0,http://www.imdb.com/title/tt0106926,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMTMxNDgwNl5BMl5BanBnXkFtZTcwODU5MTQyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",6.2
452,Widows' Peak (1994),Drama,111712,25440.0,http://www.imdb.com/title/tt0111712,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwOTA3Nzg4NF5BMl5BanBnXkFtZTcwOTUwMjgyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",6.8
453,For Love or Money (1993),Comedy|Romance,106941,9024.0,http://www.imdb.com/title/tt0106941,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjg1NGE4YjQtNGU3Yi00ZWJiLWFkZGYtY2Y2YTE0Njc3YTdiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",6.1
454,"Firm, The (1993)",Drama|Thriller,106918,37233.0,http://www.imdb.com/title/tt0106918,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxMjM5NDYwM15BMl5BanBnXkFtZTgwODkzMzk5MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",6.8
455,Free Willy (1993),Adventure|Children|Drama,106965,1634.0,http://www.imdb.com/title/tt0106965,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjZmZjM1NWEtYTllYy00NmIyLWEzN2EtZmQ5Yjk1ODAyZmE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",5.9
456,Fresh (1994),Crime|Drama|Thriller,109842,13815.0,http://www.imdb.com/title/tt0109842,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzZjYjE3OTAtYjUzNi00NjA5LThkYzctYWJhZmM5MmNiYjQ3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",7.7
457,"Fugitive, The (1993)",Thriller,106977,5503.0,http://www.imdb.com/title/tt0106977,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2OTkxNDA2OV5BMl5BanBnXkFtZTgwMzg3MjkyMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",7.8
458,Geronimo: An American Legend (1993),Drama|Western,107004,35588.0,http://www.imdb.com/title/tt0107004,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2MDY2NjM1OF5BMl5BanBnXkFtZTYwMDE0NzQ5._V1_UY268_CR1,0,182,268_AL_.jpg",6.5
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,109890,2087.0,http://www.imdb.com/title/tt0109890,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0NDE2NzgzOV5BMl5BanBnXkFtZTcwMDg0NjEyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",5.7
460,Getting Even with Dad (1994),Comedy,109891,41579.0,http://www.imdb.com/title/tt0109891,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmY3NGRhM2MtY2UwZi00ZTNkLTljNTYtYjc4ZWE1OTQ3YjBhXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UX182_CR0,0,182,268_AL_.jpg",4.6
461,Go Fish (1994),Drama|Romance,109913,18620.0,http://www.imdb.com/title/tt0109913,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwODAzMzM5N15BMl5BanBnXkFtZTcwMDcxNjEyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",5.6
464,Hard Target (1993),Action|Adventure|Crime|Thriller,107076,2019.0,http://www.imdb.com/title/tt0107076,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTUxNmZiOWQtOWFmMy00YTU1LTkzMGItOTRhZDA0ZDAwMDE5XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.1
466,Hot Shots! Part Deux (1993),Action|Comedy|War,107144,9255.0,http://www.imdb.com/title/tt0107144,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjU2ODlmZWMtODEwZS00NTQ0LTk1ZDYtYzk0ZjE3ZGZhMGM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6.6
467,Live Nude Girls (1995),Comedy,113674,26271.0,http://www.imdb.com/title/tt0113674,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxMzEwMTQxN15BMl5BanBnXkFtZTcwMjI2NjY0MQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",5.4
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,112966,10612.0,http://www.imdb.com/title/tt0112966,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3NjQ4Nzc3NF5BMl5BanBnXkFtZTcwNjg1NzUxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",6.6
469,"House of the Spirits, The (1993)",Drama|Romance,107151,2259.0,http://www.imdb.com/title/tt0107151,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMDkyOTkxMF5BMl5BanBnXkFtZTcwNjc2MDMyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",6.9
470,House Party 3 (1994),Comedy,110064,16097.0,http://www.imdb.com/title/tt0110064,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTExMzk2MTc1NjleQTJeQWpwZ15BbWU3MDM3NDYwMDE@._V1_UY268_CR5,0,182,268_AL_.jpg",4.1
471,"Hudsucker Proxy, The (1994)",Comedy,110074,11934.0,http://www.imdb.com/title/tt0110074,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzNkYzI4ZTYtZjJlZC00ZTVjLTk2MDYtYWMwODA0NmFiYTIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",7.3
472,I'll Do Anything (1994),Comedy|Drama,110097,106143.0,http://www.imdb.com/title/tt0110097,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1Njk4NDYxMl5BMl5BanBnXkFtZTcwNTk4NTMyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",5.6
473,In the Army Now (1994),Comedy|War,110123,12475.0,http://www.imdb.com/title/tt0110123,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNTcxNjcxM15BMl5BanBnXkFtZTcwMzU4NjQyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",4.8
474,In the Line of Fire (1993),Action|Thriller,107206,9386.0,http://www.imdb.com/title/tt0107206,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjdhYjRlMTgtNTMzOS00OTZlLWIxMjAtNjM4NGY0NGQxODM3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",7.2
475,In the Name of the Father (1993),Drama,107207,7984.0,http://www.imdb.com/title/tt0107207,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWQ0ZGU3NDUtYjRkNS00Yzg4LTgxMTItMjExYjg3ZjgyMGRkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",8.1
476,"Inkwell, The (1994)",Comedy|Drama,110137,59930.0,http://www.imdb.com/title/tt0110137,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzNjkyMzYwNV5BMl5BanBnXkFtZTcwMzEwNTYxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",6.5
477,What's Love Got to Do with It? (1993),Drama|Musical,108551,15765.0,http://www.imdb.com/title/tt0108551,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3MTYzNDIwNV5BMl5BanBnXkFtZTYwMTU3NTk4._V1_UY268_CR2,0,182,268_AL_.jpg",7.2
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,110197,31643.0,http://www.imdb.com/title/tt0110197,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzgxMjk2MzEzNV5BMl5BanBnXkFtZTcwMTU3ODYyMQ@@._V1_UY268_CR20,0,182,268_AL_.jpg",5.3
479,Judgment Night (1993),Action|Crime|Thriller,107286,6.0,http://www.imdb.com/title/tt0107286,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NjIzMDIyN15BMl5BanBnXkFtZTcwNjIzNDQyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",6.6
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,107290,329.0,http://www.imdb.com/title/tt0107290,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_UX182_CR0,0,182,268_AL_.jpg",8.1
481,Kalifornia (1993),Drama|Thriller,107302,10909.0,http://www.imdb.com/title/tt0107302,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDE2ODZhYzUtMTBhYi00ODgxLWJlNTAtODljN2Q2NDhjZmVhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",6.7
482,Killing Zoe (1994),Crime|Drama|Thriller,110265,507.0,http://www.imdb.com/title/tt0110265,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyMTMyNzc1OF5BMl5BanBnXkFtZTYwNzMwMjg4._V1_UY268_CR4,0,182,268_AL_.jpg",6.5
484,Lassie (1994),Adventure|Children,110305,29918.0,http://www.imdb.com/title/tt0110305,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNDg4NjMwMV5BMl5BanBnXkFtZTcwOTgzNTYxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",5.9
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,107362,9593.0,http://www.imdb.com/title/tt0107362,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjdhOGY1OTktYWJkZC00OGY5LWJhY2QtZmQzZDA2MzY5MmNmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",6.2
486,Life with Mikey (1993),Comedy,107413,42580.0,http://www.imdb.com/title/tt0107413,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NTk2ODMwOV5BMl5BanBnXkFtZTcwOTY4NTUyMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg",5.5
487,Lightning Jack (1994),Comedy|Western,110353,22317.0,http://www.imdb.com/title/tt0110353,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2NzcyNzg2Ml5BMl5BanBnXkFtZTcwNjMyNzAwMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg",5.4
488,M. Butterfly (1993),Drama|Romance,107468,1413.0,http://www.imdb.com/title/tt0107468,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3MTk3NDE1NV5BMl5BanBnXkFtZTcwNjk0MTYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.8
489,Made in America (1993),Comedy,107478,12121.0,http://www.imdb.com/title/tt0107478,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjhmYzdlMmQtOWVlOC00NDI0LWFiN2YtMGE0ZTc1ZDJhOGMzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",4.9
490,Malice (1993),Thriller,107497,2246.0,http://www.imdb.com/title/tt0107497,"https://images-na.ssl-images-amazon.com/images/M/MV5BODE1NTQwOTI5Ml5BMl5BanBnXkFtZTcwOTc4NzQyMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg",6.4
491,"Man Without a Face, The (1993)",Drama,107501,10502.0,http://www.imdb.com/title/tt0107501,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGYyNzA0MTctNWQ4My00YTA5LTkxZmItYWQwYzcwNzU1YTdiXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_UX182_CR0,0,182,268_AL_.jpg",6.7
492,Manhattan Murder Mystery (1993),Comedy|Mystery,107507,10440.0,http://www.imdb.com/title/tt0107507,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWM5MGZiZDAtMWE0Ny00MjY3LWJlOWItNjY4MmI4NDAyM2NhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",7.4
493,Menace II Society (1993),Action|Crime|Drama,107554,9516.0,http://www.imdb.com/title/tt0107554,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyOTA5NzgzMl5BMl5BanBnXkFtZTgwMjgwNTcxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",7.5
494,Executive Decision (1996),Action|Adventure|Thriller,116253,2320.0,http://www.imdb.com/title/tt0116253,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjZkMDgxYjUtOTUxMi00MWE4LTkxOGEtZGIyZjMwNGJiYjFjL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg",6.4
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,74102,5879.0,http://www.imdb.com/title/tt074102,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWZmOWU0ZTktYTRjOC00ZmMwLTk5ZTQtNDM0Y2VhOWM4M2NjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR3,0,182,268_AL_.jpg",6.6
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,111689,83718.0,http://www.imdb.com/title/tt0111689,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMTY0NTY5OF5BMl5BanBnXkFtZTcwOTIzODEzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",7.1
497,Much Ado About Nothing (1993),Comedy|Romance,107616,11971.0,http://www.imdb.com/title/tt0107616,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzkwODM1OTY1Nl5BMl5BanBnXkFtZTcwOTcxMDQ1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",7.4
499,Mr. Wonderful (1993),Comedy|Romance,107613,31911.0,http://www.imdb.com/title/tt0107613,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTE5MTc4MTU0MF5BMl5BanBnXkFtZTcwNjU0MTgxMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",5.9
500,Mrs. Doubtfire (1993),Comedy|Drama,107614,788.0,http://www.imdb.com/title/tt0107614,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMDUzODE1N15BMl5BanBnXkFtZTgwNTU5NTYxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",6.9
501,Naked (1993),Drama,107653,21450.0,http://www.imdb.com/title/tt0107653,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3Y2I4NjAtMDQyZS00ZGJhLWEwMzgtODBiNzE5Zjc1Nzk1L2ltYWdlXkEyXkFqcGdeQXVyNTc2MDU0NDE@._V1_UX182_CR0,0,182,268_AL_.jpg",7.9
502,"Next Karate Kid, The (1994)",Action|Children|Romance,110657,11231.0,http://www.imdb.com/title/tt0110657,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzQwOTVkZmQtMDMwNS00ZTQzLTlkODUtOWI0NDZkMjYxNWUwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",4.3
504,No Escape (1994),Action|Drama|Sci-Fi,110678,10447.0,http://www.imdb.com/title/tt0110678,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ3ODA1ODc4N15BMl5BanBnXkFtZTgwMDI4MzgxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",6.1
505,North (1994),Comedy,110687,31586.0,http://www.imdb.com/title/tt0110687,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwMTQ5NjgxNF5BMl5BanBnXkFtZTcwNTk4NjUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",4.4
